"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Pseudosuchia&pres=regular&interval=Late%20Triassic,Early%20Jurassic&private&pgm=gplates,scotese,seton&show=full"
"Access Time","Wed 2024-08-07 08:53:10 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Pseudosuchia"
"","pgm","gplates,scotese,seton"
"","interval","Late Triassic,Early Jurassic"
"","timerule","major"
"","taxon_status","all"
"","pres","regular"
"","show","full"
"","private","1"
"Elapsed Time","0.303"
"Records Found","1315"
"Records Returned","1315"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","permissions","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","geoplate","paleoage","paleolng","paleolat","paleomodel2","geoplate2","paleoage2","paleolng2","paleolat2","paleomodel3","geoplate3","paleoage3","paleolng3","paleolat3","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement"
"843105","occ","22798","","93611","","Rauisuchia indet.","unranked clade","130160","invalid subgroup of","Suchia","","unranked clade","66478","Norian","","227","208.5","Hunt and Lucas","1995","31721","Chordata","Reptilia","","","","","","1","specimens","-105.849998","35.466667","NMMNH P-3019, caudal centrum","NMMNH L-149, Lamy","","","US","New Mexico","Santa Fe","stated in text","minutes","small collection","sec. 2, T14N R10E","gplates","101","mid","-34.29","10.34","scotese","101","mid","-45.14","10.47","seton","not computable using this model","","","","US","","Santa Rosa","Chinle","Los Esteros","bed","","","","","","","","","","","""grayish purple and pale yellowish-green muddy siltstone""","siltstone","gray,green,yellow","","muddy","Y","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection,survey of museum collection","NMMNH","","","","P. Birchoff","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843106","occ","","","93611","","Rauisuchia indet.","unranked clade","130160","invalid subgroup of","Suchia","","unranked clade","66478","Norian","","227","208.5","Hunt and Lucas","1988","31720","Chordata","Reptilia","","","","","","1","specimens","-105.849998","35.466667","NMMNH P-3018, proximal right femur","NMMNH L-149, Lamy","","","US","New Mexico","Santa Fe","stated in text","minutes","small collection","sec. 2, T14N R10E","gplates","101","mid","-34.29","10.34","scotese","101","mid","-45.14","10.47","seton","not computable using this model","","","","US","","Santa Rosa","Chinle","Los Esteros","bed","","","","","","","","","","","""grayish purple and pale yellowish-green muddy siltstone""","siltstone","gray,green,yellow","","muddy","Y","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection,survey of museum collection","NMMNH","","","","P. Birchoff","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843113","occ","","","93613","","Phytosauridae indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Norian","","227","208.5","Database","2010","31715","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","2","specimens","-105.868057","35.456390","NMMNH P-22383, 22384, metapodial and scute fragments","NMMNH L-1410","","","US","New Mexico","Santa Fe","stated in text","seconds","small collection","sec. 10, T14N R10E","gplates","101","mid","-34.31","10.33","scotese","101","mid","-45.16","10.46","seton","not computable using this model","","","","US","","Santa Rosa","Chinle","Los Esteros","bed","","","","","","","","","","upper part of the Los Esteros","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","good","","","","","","","","occasional","","","","taxonomic","field collection","NMMNH","","","","","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843116","occ","","","93615","","Angistorhinus sp.","genus","38294","","Angistorhinus","","genus","38294","Norian","","227","208.5","Hunt et al.","1993","31722","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","Angistorhinus","","","1","specimens","-105.849998","35.466667","NMMNH P-4781, partial skull","NMMNH L-440, Lamy","","","US","New Mexico","Santa Fe","based on nearby landmark","minutes","small collection","","gplates","101","mid","-34.29","10.34","scotese","101","mid","-45.14","10.47","seton","not computable using this model","","","","US","","Santa Rosa","Chinle","Los Esteros","bed","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection,survey of museum collection","NMMNH","","","","P. Birchoff","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843118","occ","","","93615","","Phytosauridae indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Norian","","227","208.5","Database","2010","31715","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","1","specimens","-105.849998","35.466667","NMMNH P-18130, scute fragments","NMMNH L-440, Lamy","","","US","New Mexico","Santa Fe","based on nearby landmark","minutes","small collection","","gplates","101","mid","-34.29","10.34","scotese","101","mid","-45.14","10.47","seton","not computable using this model","","","","US","","Santa Rosa","Chinle","Los Esteros","bed","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection,survey of museum collection","NMMNH","","","","P. Birchoff","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843121","occ","","","93617","","Rutiodon sp.","genus","38299","","Rutiodon","","genus","38299","Norian","","227","208.5","Hunt and Lucas","1995","31721","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","Rutiodon","","","1","specimens","-105.849998","35.366669","NMMNH P-18152, squamosal","NMMNH L-1188, Lamy","","","US","New Mexico","Santa Fe","estimated from map","minutes","small collection","","gplates","101","mid","-34.31","10.24","scotese","101","mid","-45.16","10.37","seton","not computable using this model","","","","US","","Santa Rosa","Chinle","Los Esteros","bed","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","field collection,survey of museum collection","NMMNH","","","","P. Birchoff","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843122","occ","","","93618","","Desmatosuchus haplocerus","species","159296","misspelling of, nomen dubium","Aetosauria","","unranked clade","38267","Norian","","227","208.5","Hunt and Lucas","1995","31721","Chordata","Reptilia","","","","","","3","specimens","-105.849998","35.466667","NMMNH P-25651, spike. NMMNH P-25643, scutes and vertebral fragments. NMMNH P-18162, partial skeleton","NMMNH L-1271, Lamy","","","US","New Mexico","Santa Fe","estimated from map","minutes","small collection","","gplates","101","mid","-34.29","10.34","scotese","101","mid","-45.14","10.47","seton","not computable using this model","","","","US","","Santa Rosa","Chinle","Los Esteros","bed","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","field collection,survey of museum collection","NMMNH","","","","P. Birchoff","","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"843123","occ","","","93618","","Phytosauridae indet.","unranked clade","38293","replaced by","Mystriosuchinae","","subfamily","159225","Norian","","227","208.5","Hunt and Lucas","1995","31721","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","2","specimens","-105.849998","35.466667","NMMNH P-18165, teeth. NMMNH P-18163, skeletal fragments","NMMNH L-1271, Lamy","","","US","New Mexico","Santa Fe","estimated from map","minutes","small collection","","gplates","101","mid","-34.29","10.34","scotese","101","mid","-45.14","10.47","seton","not computable using this model","","","","US","","Santa Rosa","Chinle","Los Esteros","bed","","","","","","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","field collection,survey of museum collection","NMMNH","","","","P. Birchoff","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843132","occ","","","93620","","Belodon n. sp. buceros","species","69065","recombined as","Machaeroprosopus buceros","","species","69065","Norian","","227","208.5","Cope","1881","17700","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","Machaeroprosopus","","","1","specimens","-106.433609","36.316666","AMNH 2318, partial skull","Arroyo Seco drainage, Orphan Mesa","","","US","New Mexico","Rio Arriba","estimated from map","minutes","small collection","","gplates","101","mid","-34.61","11.26","scotese","133","mid","-49.44","11.41","seton","not computable using this model","","","","US","FED","Chinle","","Petrified Forest","bed","","","","","","","","","","Also referred to as the Petrified Forest Formation of the Chinle Group (Painted Desert Member)","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","medium","","snapshot","","","","","","occasional","","","","taxonomic","surface (in situ),survey of museum collection","AMNH","","","","D. Baldwin","June 1881","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843152","occ","32891","","83737","","Redondasuchus sp.","genus","156413","","Redondasuchus","","genus","156413","Norian","","227","208.5","Spielmann and Lucas","2012","60778","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Redondasuchus","","","2","specimens","-103.332497","34.978333","YPM 4256, paramedian plate. NMMNH 17091, plate fragments","Shark Tooth Hill, NMMNH Loc. 487","","NMMNH L-487, SMU Loc. #133, SMU Loc. #134","US","New Mexico","Quay","stated in text","seconds","outcrop","Shark Tooth Hill, SW 1/4, NE 1/4, NE 1/4, sec 28, T9N, R34E; immediately E of Sand Canyon Arroyo, 7.5 mi. S of San Jon, in eastern Quay County.  Two SMU localities at slightly different levels and facies, but collections not separated.","gplates","101","mid","-32.32","9.52","scotese","101","mid","-43.13","9.73","seton","not computable using this model","","","","US","","Redonda","Chinle","Duke Ranch","group of beds","","","","","","","","","","upper part of formation, Apachean. Two levels.","""a 40-50-cm-thick, matrix-supported conglomerate"" with oolites; also a ""red lenticular siltstone""","conglomerate","ooidal","","","Y","siltstone","lenticular,red","","","Y","""floodplain""","","""a subaqueous flow or beach deposit"", with one locality probably an overbank/crevasse splay, and another a pond.","mesofossils,microfossils","","","","","","","","body","","","","concentrate","concentrated","","","","","","","","general faunal/floral","bulk,sieve,field collection","NMMNH,YPM","","","1400 kg","P. Murry, A. Hunt, S. Lucas","1947, 1981, 1986-1987","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"843206","occ","","","89969","","Redondasuchus n. sp. rineharti","species","162261","","Redondasuchus rineharti","","species","162261","Norian","","227","208.5","Spielmann et al.","2006","31761","Chordata","Reptilia","NO_ORDER_SPECIFIED","Stagonolepididae","Redondasuchus","","","","","-103.633331","35.066666","NMMNH P-43312 (holotype), 25770, 43311, 50745, three plates and femur","NMMNH locality 2671","","Redondavenator holotype site","US","New Mexico","Quay","estimated from map","minutes","small collection","","gplates","101","mid","-32.55","9.64","scotese","101","mid","-43.37","9.84","seton","not computable using this model","","","","US","","Redonda","Chinle","Red Peak","bed","","","","","","","","","","""high in the Redonda Formation, just above a lacustrine shale that yields numerous semionotid fishes""; ""Apachean Land-Vertebrate Faunachron, latest Triassic"", upper Red Peak Member","","conglomerate","","","","Y","","","","","","lacustrine - small","","""These kinds of conglomerates have been interpreted as subaqueous debris-flow deposits that accumulated near the margins of small lakes in the Redonda depositional system""","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","field collection","NMMNH","","","","Hunt, Lucas","","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"843209","occ","","","83738","","Stagonolepididae indet.","unranked clade","156406","","Stagonolepididae","","unranked clade","64937","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","","Stagonolepididae","","","","","","-103.433334","34.943611","","Apache Canyon, NMMNH L-485","","Gregory's Quarry 2, UCMP 6148, YPM 6649","US","New Mexico","Quay","stated in text","seconds","outcrop","NW 1/4 NE 1/4 NW 1/4 section 3, T8N, R33E. N and E sides of Apache Canyon, where road from Norton to Grady climbs the high plains escarpment.","gplates","101","mid","-32.40","9.49","scotese","101","mid","-43.22","9.70","seton","not computable using this model","","","","US","","Redonda","Chinle","Duke Ranch","bed","","","","","","","","","","Apachean LVF. Upper part of the formatiom","""a clay-pebble conglomerate""","conglomerate","pebbly","","argillaceous","Y","","","","","","crevasse splay","","""an unchannelized flow (flood deposit)""","macrofossils,mesofossils","","","","","","","","body","","","","concentrate","concentrated","","","","","","","","general faunal/floral","bulk,sieve,field collection","NMMNH","","","2000 kg","J. Gregory; A. Hunt & S. Lucas","1990","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"843217","occ","","","93641","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","1","specimens","-103.666664","35.000000","NMMNH P-25654, snout fragments","NMMNH L-441","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","Quay","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843224","occ","","","93645","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","66","specimens","-103.666664","35.000000","NMMNH P-16950-16959, 16961-16962, 16964-16972, 16976-16979, 16982-16989, 16991, 16993, 16995, 16998-17002, 17006-17010, 17012, 17015-17023, 17025-17033, 18190, fragmentary cranial and postcranial specimens","NMMNH L-475","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843226","occ","","","93646","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","2","specimens","-103.666664","35.000000","NMMNH P-16980, 16975, rib and scute fragments","NMMNH L-476, Apache Canyon","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843228","occ","","","93647","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","1","specimens","-103.666664","35.000000","NMMNH P-16996, tooth fragments","NMMNH L-477","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843230","occ","","","93649","","Stagonolepididae indet.","unranked clade","156406","","Stagonolepididae","","unranked clade","64937","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","","Stagonolepididae","","","","1","specimens","-103.666664","35.000000","NMMNH P-22444, plate fragment","NMMNH L-478, Apache Canyon","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","herbivore","","","","phosphatic","","",""
"843234","occ","","","93650","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","7","specimens","-103.666664","35.000000","NMMNH P-16974, 17046-17048, 25612-25613, 25623, fragmentary jaw, scute and dental remains","NMMNH L-479, Apache Canyon","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843235","occ","","","93651","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","2","specimens","-103.666664","35.000000","NMMNH P-17005, 17004, scute fragments and teeth  ","NMMNH L-480, Apache Canyon","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843240","occ","","","93653","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","5","specimens","-103.666664","35.000000","NMMNH P-17037-17039, 17043-17044, tooth, scute and ilium fragments","NMMNH L-484, Apache Canyon","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843255","occ","","","93658","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","2","specimens","-103.666664","35.000000","NMMNH P-17051, 17050, four isolated teeth, 14 isolated scutes ","NMMNH L-486, Apache Canyon","","","US","New Mexico","Quay","based on nearby landmark","degrees","small collection","","gplates","101","mid","-32.59","9.58","scotese","101","mid","-43.41","9.78","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843272","occ","","","93662","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","1","specimens","-103.332497","34.978333","NMMNH P-17083, scutes and isolated tooth","NMMNH L-489, Shark Tooth Hill","","","US","New Mexico","Quay","stated in text","seconds","small collection","Shark Tooth Hill, SW 1/4, NE 1/4, NE 1/4, sec ?, T9N, R34E; in eastern Quay County. ","gplates","101","mid","-32.32","9.52","scotese","101","mid","-43.13","9.73","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843273","occ","","","93663","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","4","specimens","-103.332497","34.978333","NMMNH P-17107, 17105, 17104, 17075, teeth, scutes, bone fragments","NMMNH L-490, Shark Tooth Hill","","","US","New Mexico","Quay","stated in text","seconds","small collection","Shark Tooth Hill, SW 1/4, NE 1/4, NE 1/4, sec ?, T9N, R34E; in eastern Quay County. ","gplates","101","mid","-32.32","9.52","scotese","101","mid","-43.13","9.73","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843274","occ","","","93664","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","5","specimens","-103.332497","34.978333","NMMNH P-17080, 17082, 17103, 17108, 17113, cranial bones, teeth, fragments ","NMMNH L-491, Shark Tooth Hill","","","US","New Mexico","Quay","stated in text","seconds","small collection","Shark Tooth Hill, SW 1/4, NE 1/4, NE 1/4, sec ?, T9N, R34E; in eastern Quay County. ","gplates","101","mid","-32.32","9.52","scotese","101","mid","-43.13","9.73","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843278","occ","","","93665","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","2","specimens","-103.332497","34.978333","NMMNH P-17100, 17077, rib and centra fragments","NMMNH L-492, Shark Tooth Hill","","","US","New Mexico","Quay","stated in text","seconds","small collection","Shark Tooth Hill, SW 1/4, NE 1/4, NE 1/4, sec ?, T9N, R34E; in eastern Quay County. ","gplates","101","mid","-32.32","9.52","scotese","101","mid","-43.13","9.73","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843282","occ","","","93666","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","2","specimens","-103.332497","34.978333","NMMNH P-17106, 17076, scute and teeth fragments","NMMNH L-493, Shark Tooth Hill","","","US","New Mexico","Quay","stated in text","seconds","small collection","Shark Tooth Hill, SW 1/4, NE 1/4, NE 1/4, sec ?, T9N, R34E; in eastern Quay County. ","gplates","101","mid","-32.32","9.52","scotese","101","mid","-43.13","9.73","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
"843286","occ","","","93667","","Parasuchidae indet.","family","133090","","Parasuchidae","","family","133090","Norian","","227","208.5","Spielmann et al.","2006","31760","Chordata","Reptilia","NO_ORDER_SPECIFIED","Parasuchidae","","","","3","specimens","-103.332497","34.978333","NMMNH P-17073, 17092, 17094, teeth, scutes and podial elements","NMMNH L-494, Shark Tooth Hill","","","US","New Mexico","Quay","stated in text","seconds","small collection","Shark Tooth Hill, SW 1/4, NE 1/4, NE 1/4, sec ?, T9N, R34E; in eastern Quay County. ","gplates","101","mid","-32.32","9.52","scotese","101","mid","-43.13","9.73","seton","not computable using this model","","","","US","","Redonda","Chinle","","bed","","","","","","","","","","upper part of Redonda Formation","","not reported","","","","","","","","","","lacustrine - large","","""The depositional system of the Redonda Formation is a series of lakes extending over a large area""","macrofossils","","","","","","","","body","","","","","","","","","frequent","","","","taxonomic","field collection","NMMNH","","","","A. P. Hunt","","","","terrestrial","","actively mobile","","","carnivore","","","","phosphatic","","",""
