occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,cc.1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
1546924,occ,NA,NA,196354,Pseudosuchia indet.,unranked clade,93706,,Pseudosuchia,NA,unranked clade,54991,Norian,,228,208.5,Lessner et al.,2018,75647,Chordata,Reptilia,,,,NA,NA,NA,,-101.440277,33.452499,"TTU-P 11290, right tibia (proximal end); TTU-P 11396A, left tibia (proximal end); TTU-P 11396B, right tibia (proximal end); TTU-P 11412F, right tibia (proximal end); TTU-P 11412G, right tibia (proximal end); TTU-P 11398, left tibia; TTU-P 11397B, right tibia(distal end) ",Headquarters South,NA,MOTT 3898,US,Texas,Garza,estimated from map,seconds,outcrop,,gplates,101,mid,-30.98,7.77,US,,Cooper Canyon,Dockum,12-13,,,,,,,,,NA,NA,,,"""siliciclastic""",,,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546925,occ,NA,NA,196354,Paracrocodylomorpha indet.,unranked clade,119059,,Paracrocodylomorpha,NA,unranked clade,119059,Norian,,228,208.5,Lessner et al.,2018,75647,Chordata,Reptilia,,,,NA,NA,NA,,-101.440277,33.452499,"TTU-P 11411E, right femur (proximal end); TTU-P 11409A, left femur (distal end); TTU-P 11409B, right femur (distal end); TTU-P 11283, left femur (distal end); TTU-P 11284, left femur (distal end); TTU-P 10845, left femur (distal end)",Headquarters South,NA,MOTT 3898,US,Texas,Garza,estimated from map,seconds,outcrop,,gplates,101,mid,-30.98,7.77,US,,Cooper Canyon,Dockum,12-13,,,,,,,,,NA,NA,,,"""siliciclastic""",,,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546926,occ,NA,NA,196354,Poposauroidea indet.,unranked clade,184418,,Poposauroidea,NA,unranked clade,100737,Norian,,228,208.5,Lessner et al.,2018,75647,Chordata,Reptilia,,,,NA,NA,NA,,-101.440277,33.452499,"TTU-P 11411A, left femur (proximal end)",Headquarters South,NA,MOTT 3898,US,Texas,Garza,estimated from map,seconds,outcrop,,gplates,101,mid,-30.98,7.77,US,,Cooper Canyon,Dockum,12-13,,,,,,,,,NA,NA,,,"""siliciclastic""",,,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546927,occ,NA,NA,196354,Shuvosauridae indet.,family,184609,,Shuvosauridae,NA,family,90275,Norian,,228,208.5,Lessner et al.,2018,75647,Chordata,Reptilia,NO_ORDER_SPECIFIED,Shuvosauridae,,NA,NA,NA,,-101.440277,33.452499,"TTU-P 11411B, left femur (proximal end); TTU-P 11411C, left femur (proximal end); TTU-P 11272, right femur (proximal end)",Headquarters South,NA,MOTT 3898,US,Texas,Garza,estimated from map,seconds,outcrop,,gplates,101,mid,-30.98,7.77,US,,Cooper Canyon,Dockum,12-13,,,,,,,,,NA,NA,,,"""siliciclastic""",,,,Y,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546935,occ,NA,NA,218145,Paratypothoracisini indet.,unranked clade,163804,,Paratypothoracisini,NA,unranked clade,163804,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,,Stagonolepididae,,NA,NA,NA,,-101.440277,33.452499,"TTU P-12546, paramedian osteoderm",Headquarters NW (MOTT 3899),NA,,US,Texas,Garza,based on nearby landmark,seconds,outcrop,"In close proximity to other 'Headquarters' sites, including MOTT 3892 and 3898. Headquarters NW is less than 1 km from these sites.",gplates,101,mid,-30.98,7.77,US,,Cooper Canyon,Dockum,,,,,,,,,,NA,NA,,"The lithology has never been described in full, but it is stated to be similar to other Headquarters sites.",sandstone,,lithified,,Y,,,,,,terrestrial indet.,,Channel sandstones.,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
1546937,occ,NA,NA,218145,Scutarx deltatylus,species,347479,,Scutarx deltatylus,NA,species,347479,Norian,,228,208.5,Lessner et al.,2018,75647,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Scutarx,NA,NA,NA,,-101.440277,33.452499,"TTU P-10195, paramedian osteoderm",Headquarters NW (MOTT 3899),NA,,US,Texas,Garza,based on nearby landmark,seconds,outcrop,"In close proximity to other 'Headquarters' sites, including MOTT 3892 and 3898. Headquarters NW is less than 1 km from these sites.",gplates,101,mid,-30.98,7.77,US,,Cooper Canyon,Dockum,,,,,,,,,,NA,NA,,"The lithology has never been described in full, but it is stated to be similar to other Headquarters sites.",sandstone,,lithified,,Y,,,,,,terrestrial indet.,,Channel sandstones.,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
1546938,occ,NA,NA,218145,Shuvosauridae indet.,family,184609,,Shuvosauridae,NA,family,90275,Norian,,228,208.5,Lessner et al.,2018,75647,Chordata,Reptilia,NO_ORDER_SPECIFIED,Shuvosauridae,,NA,NA,NA,,-101.440277,33.452499,"TTU P-11402, left femur (proximal end)",Headquarters NW (MOTT 3899),NA,,US,Texas,Garza,based on nearby landmark,seconds,outcrop,"In close proximity to other 'Headquarters' sites, including MOTT 3892 and 3898. Headquarters NW is less than 1 km from these sites.",gplates,101,mid,-30.98,7.77,US,,Cooper Canyon,Dockum,,,,,,,,,,NA,NA,,"The lithology has never been described in full, but it is stated to be similar to other Headquarters sites.",sandstone,,lithified,,Y,,,,,,terrestrial indet.,,Channel sandstones.,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546942,occ,NA,NA,218147,Parasuchia indet.,suborder,156126,subjective synonym of,Phytosauria,NA,unranked clade,38292,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,,,,NA,NA,NA,,-101.440277,33.452499,"TTU P-10939, tibia (proximal end)",Green Tooth Arroyo (MOTT 3901),NA,,US,Texas,Garza,based on nearby landmark,seconds,outcrop,"In close proximity to other 'Headquarters' sites, including MOTT 3899 and 3900. Green Tooth Arroyo is located "" in the first major drainage to the east of the one containing the other [Headquarters] localities.""",gplates,101,mid,-30.98,7.77,US,,Cooper Canyon,Dockum,,,,,,,,,,NA,NA,,"The lithology has never been described in full, but it is stated to be similar to other Headquarters sites.",sandstone,,lithified,,Y,,,,,,terrestrial indet.,,Channel sandstones.,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546943,occ,NA,NA,79947,cf. Rioarribasuchus sp.,genus,163004,,Rioarribasuchus,NA,genus,163004,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Rioarribasuchus,NA,NA,NA,,-101.354164,33.179169,"TTU P-10449, osteoderms and ribs","Double U Ranch, SE of Post",NA,,US,Texas,Garza,stated in text,seconds,hand sample,"""Double U Ranch, approximately 1.6 km (1 mile) southeast of Post, approximately 180 meters north of U.S. highway 84, along Sand Creek, Garza County, Texas. Lat. 33°10'45""N, long. 101°21'15""W, Post East 7.5 Minute Quadrangle.""",gplates,101,mid,-30.95,7.49,US,,Cooper Canyon,Dockum,,bed,,,,,,,,NA,NA,,,not reported,,,,,,,,,,terrestrial indet.,cratonic basin,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,"surface (in situ),survey of museum collection",DMNH,,,,E. Shedd,1989,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
1546947,occ,40104,NA,196537,Pseudopalatus sp.,genus,69063,subjective synonym of,Machaeroprosopus,NA,genus,69056,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Machaeroprosopus,NA,NA,3,specimens,-101.449997,33.107777,"TTU P-11423, TTU P-10074 (skulls); TTU P-10075, partial skull",TTU VPL 3870,NA,Patricia Site,US,Texas,Garza,stated in text,seconds,outcrop,"""TTU Vertebrate Paleontology Locality 3870 (exact locality data reposited at TTUP), 13 km South of Post, Garza County, Texas."" (Hungerbühler et al. 2013)",gplates,101,mid,-31.04,7.43,US,,Cooper Canyon,Dockum,,group of beds,,,,,,,,NA,NA,"""Upper part of the Cooper Canyon Formation, Dockum Group, Upper Triassic"" (Hungerbühler et al. 2013)",,sandstone,,,,,mudstone,,,,,"""channel""",,,"macrofossils,mesofossils",,,,,,NA,,body,,parautochthonous,,,,,,,,,,,taxonomic,"surface (in situ),field collection",,,,,,2001–,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546948,occ,40105,NA,196537,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,6,specimens,-101.449997,33.107777,"TTU P-10070, TTU P-11587, TTU P-11588, TTU P-11591, TTU P-11592 (osteoderms); TTU P-11536, humerus (proximal end); ",TTU VPL 3870,NA,Patricia Site,US,Texas,Garza,stated in text,seconds,outcrop,"""TTU Vertebrate Paleontology Locality 3870 (exact locality data reposited at TTUP), 13 km South of Post, Garza County, Texas."" (Hungerbühler et al. 2013)",gplates,101,mid,-31.04,7.43,US,,Cooper Canyon,Dockum,,group of beds,,,,,,,,NA,NA,"""Upper part of the Cooper Canyon Formation, Dockum Group, Upper Triassic"" (Hungerbühler et al. 2013)",,sandstone,,,,,mudstone,,,,,"""channel""",,,"macrofossils,mesofossils",,,,,,NA,,body,,parautochthonous,,,,,,,,,,,taxonomic,"surface (in situ),field collection",,,,,,2001–,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
1546949,occ,NA,NA,196537,Parasuchia indet.,suborder,156126,subjective synonym of,Phytosauria,NA,unranked clade,38292,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,,,,NA,NA,NA,,-101.449997,33.107777,Substantial amounts of TTU material,TTU VPL 3870,NA,Patricia Site,US,Texas,Garza,stated in text,seconds,outcrop,"""TTU Vertebrate Paleontology Locality 3870 (exact locality data reposited at TTUP), 13 km South of Post, Garza County, Texas."" (Hungerbühler et al. 2013)",gplates,101,mid,-31.04,7.43,US,,Cooper Canyon,Dockum,,group of beds,,,,,,,,NA,NA,"""Upper part of the Cooper Canyon Formation, Dockum Group, Upper Triassic"" (Hungerbühler et al. 2013)",,sandstone,,,,,mudstone,,,,,"""channel""",,,"macrofossils,mesofossils",,,,,,NA,,body,,parautochthonous,,,,,,,,,,,taxonomic,"surface (in situ),field collection",,,,,,2001–,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546951,occ,NA,NA,218149,Typothorax coccinarum,species,64940,,Typothorax coccinarum,NA,species,64940,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,Typothorax,NA,NA,NA,,-101.300003,33.521389,"TTU P-9209, two paramedian osteoderms",Rocker A Oil Field (MOTT 3614),NA,,US,Texas,Garza,based on nearby landmark,seconds,small collection,"Rocker A Field (MOTT 3614) is another locality collected by Father Neyland which has not been relocated with certainly, although it probably lay a few kilometers east of the Post Quarry at the base of a mesa capped by the Dalby Ranch sandstone, a bit lower stratigraphically than the Post Quarry.",gplates,101,mid,-30.85,7.83,US,,Cooper Canyon,Dockum,,,,,,,,,,NA,NA,Probably slightly lower than the Post Quarry (MOTT 3624).,"red mudstone facies. ETE rock type adj: ""thick,red"", ETE lithology comments: 0. ""A thick red mudstone unit""",not reported,,,,Y,sandstone,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,Neyland,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
1546952,occ,NA,NA,218149,Desmatosuchinae indet.,subfamily,100844,,Desmatosuchinae,NA,subfamily,100844,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,NO_ORDER_SPECIFIED,Stagonolepididae,,NA,NA,NA,,-101.300003,33.521389,"TTU P-9228, two lateral horns",Rocker A Oil Field (MOTT 3614),NA,,US,Texas,Garza,based on nearby landmark,seconds,small collection,"Rocker A Field (MOTT 3614) is another locality collected by Father Neyland which has not been relocated with certainly, although it probably lay a few kilometers east of the Post Quarry at the base of a mesa capped by the Dalby Ranch sandstone, a bit lower stratigraphically than the Post Quarry.",gplates,101,mid,-30.85,7.83,US,,Cooper Canyon,Dockum,,,,,,,,,,NA,NA,Probably slightly lower than the Post Quarry (MOTT 3624).,"red mudstone facies. ETE rock type adj: ""thick,red"", ETE lithology comments: 0. ""A thick red mudstone unit""",not reported,,,,Y,sandstone,,,,,terrestrial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,survey of museum collection,,,,,Neyland,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
1546965,occ,NA,NA,218151,Parasuchia indet.,suborder,156126,subjective synonym of,Phytosauria,NA,unranked clade,38292,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,,,,NA,NA,NA,,-101.374443,33.146111,"TTU P-11883, quadrate",Problematic Hill (MOTT 3921),NA,,US,Texas,Garza,stated in text,seconds,,Post East Quadrangle,gplates,101,mid,-30.97,7.46,US,,Cooper Canyon,,,,,,,,,,,NA,NA,Middle unit,"Measured section is 19.6 m.\r\n0 -> 3.4 m: Moderate reddish brown (10R 4/6) siltstone with large pale greenish yellow (10Y 8/2) reduction mottling, mostly in a random pattern, some mottles more elongate and criss- crossing. One discontinuous layer of very fine to fine-grained horizontal planar bedded and ripple cross-laminated sandstone about 10 cm thick, reduced color, about 1.9 m up. About .65 m above that is a discontinuous matrix-supported pebble conglomerate (reworked sedimentary rock clasts) about 20-30 cm thick. Overbank deposits with sheet sand and small channel deposits. Sample Problematic Hill-1 comes from near the base of the unit.\r\n3.4 -> 7.46 m: Moderate reddish brown (10R 4/6) siltstone with pale greenish yellow (10Y 8/2) elongate horizontal reduction mottling mostly associated with numerous very thin (mostly 1 cm thick or less) layers of very fine to fine-grained sandstone, mostly of which are horizontal, although some steeply dips and faint random reduction mottling is present above it. One sandstone about 3.7 m above the base of the unit thickens to a more prominent unit westward through the drainage, and can be traced for some distance. A thicker sandstone unit (about 5 cm thick) of the same kind marks the top of the unit. A layer of matrix- supported pebble conglomerate (as in unit 1) about 15 cm thick sits about 2.45 meters above the base of the unit. Overbank deposits with sheet sands and small channel deposits.\r\n7.46 -> 11.56 m: Moderate reddish brown (10R 4/6) siltstone with pale greenish yellow (10Y 8/2) very faint, horizontally oriented reduction mottling, with a thicker reduced band below the base of unit 4. Mudstone sample Problematic Hill-2 comes from about a meter below the top of the unit.\r\n11.56 -> 13.21m: Somewhat friable, coarse to very coarse-grained clast-supported sandstone with horizontal planar bedding, planar cross bedding, and some trough cross bedding, with some interbedded slightly mottled fine-grained sandstone. Float indicates a bone bed is probably located either about the level of this sandstone or higher up. This unit is very similar to the Kirkpatrick Ranch sandstone, and may be equivalent.\r\n13.21 -> 14.51 m: Friable very fine-grained moderate reddish brown (10R 4/6) sandstone, with a couple more resistant thin, fine-grained, horizontal planar-bedded, pale greenish yellow (10Y 8/2) sandstone.\r\n14.51 -> 16.91 m: Resistant, horizontal planar bedded, fine to medium-grained, moderate reddish brown (10R 4/6) sandstone with sparse, usually horizontal pale greenish yellow (10Y 8/2) mottling.\r\n16.91 -> 19.61 m: Moderate reddish brown (10R 4/6) siltstone, with a few interbedded layers of sandstone near the base, one coarse grained and mottled pale greenish yellow (10Y 8/2), the others medium-grained. Top of hill has patches of sandstone and conglomerate, now mostly weathered away. This unit can be faintly traced to the east, and merges with the UU Ranch sandstone. Mudstone sample Problematic Hill-3 comes from about 1 m above the base of the unit.",siltstone,red or brown,,,,sandstone,red or brown,,,,fluvial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546966,occ,NA,NA,218151,Paratypothoracisini indet.,unranked clade,163804,,Paratypothoracisini,NA,unranked clade,163804,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,,Stagonolepididae,,NA,NA,NA,,-101.374443,33.146111,"TTU P-11885, lateral osteoderm",Problematic Hill (MOTT 3921),NA,,US,Texas,Garza,stated in text,seconds,,Post East Quadrangle,gplates,101,mid,-30.97,7.46,US,,Cooper Canyon,,,,,,,,,,,NA,NA,Middle unit,"Measured section is 19.6 m.\r\n0 -> 3.4 m: Moderate reddish brown (10R 4/6) siltstone with large pale greenish yellow (10Y 8/2) reduction mottling, mostly in a random pattern, some mottles more elongate and criss- crossing. One discontinuous layer of very fine to fine-grained horizontal planar bedded and ripple cross-laminated sandstone about 10 cm thick, reduced color, about 1.9 m up. About .65 m above that is a discontinuous matrix-supported pebble conglomerate (reworked sedimentary rock clasts) about 20-30 cm thick. Overbank deposits with sheet sand and small channel deposits. Sample Problematic Hill-1 comes from near the base of the unit.\r\n3.4 -> 7.46 m: Moderate reddish brown (10R 4/6) siltstone with pale greenish yellow (10Y 8/2) elongate horizontal reduction mottling mostly associated with numerous very thin (mostly 1 cm thick or less) layers of very fine to fine-grained sandstone, mostly of which are horizontal, although some steeply dips and faint random reduction mottling is present above it. One sandstone about 3.7 m above the base of the unit thickens to a more prominent unit westward through the drainage, and can be traced for some distance. A thicker sandstone unit (about 5 cm thick) of the same kind marks the top of the unit. A layer of matrix- supported pebble conglomerate (as in unit 1) about 15 cm thick sits about 2.45 meters above the base of the unit. Overbank deposits with sheet sands and small channel deposits.\r\n7.46 -> 11.56 m: Moderate reddish brown (10R 4/6) siltstone with pale greenish yellow (10Y 8/2) very faint, horizontally oriented reduction mottling, with a thicker reduced band below the base of unit 4. Mudstone sample Problematic Hill-2 comes from about a meter below the top of the unit.\r\n11.56 -> 13.21m: Somewhat friable, coarse to very coarse-grained clast-supported sandstone with horizontal planar bedding, planar cross bedding, and some trough cross bedding, with some interbedded slightly mottled fine-grained sandstone. Float indicates a bone bed is probably located either about the level of this sandstone or higher up. This unit is very similar to the Kirkpatrick Ranch sandstone, and may be equivalent.\r\n13.21 -> 14.51 m: Friable very fine-grained moderate reddish brown (10R 4/6) sandstone, with a couple more resistant thin, fine-grained, horizontal planar-bedded, pale greenish yellow (10Y 8/2) sandstone.\r\n14.51 -> 16.91 m: Resistant, horizontal planar bedded, fine to medium-grained, moderate reddish brown (10R 4/6) sandstone with sparse, usually horizontal pale greenish yellow (10Y 8/2) mottling.\r\n16.91 -> 19.61 m: Moderate reddish brown (10R 4/6) siltstone, with a few interbedded layers of sandstone near the base, one coarse grained and mottled pale greenish yellow (10Y 8/2), the others medium-grained. Top of hill has patches of sandstone and conglomerate, now mostly weathered away. This unit can be faintly traced to the east, and merges with the UU Ranch sandstone. Mudstone sample Problematic Hill-3 comes from about 1 m above the base of the unit.",siltstone,red or brown,,,,sandstone,red or brown,,,,fluvial indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,herbivore,NA,NA,NA,phosphatic,NA,NA,NA
1546968,occ,NA,NA,218153,Paleorhinus scurriensis,species,182714,recombined as,Wannia scurriensis,NA,species,182714,Norian,,228,208.5,Martz,2008,29602,Chordata,Reptilia,NO_ORDER_SPECIFIED,Parasuchidae,Wannia,NA,NA,NA,,-101.107224,33.045555,"TTU P-11422, partial skull",Lake Alan Henry-Cedar Hill (MOTT 3890),NA,,US,Texas,Garza,stated in text,seconds,,Justiceburg SE Quadrangle,gplates,101,mid,-30.76,7.33,US,,,,,,,Lake Alan Henry-Cedar Hill,Boren Ranch sandstone,,,,,NA,NA,,"0 -> �6 m: Primarily clast-supported, fine-grained to medium-grained grayish sandstone. The lower 1.5 meters is massive without any obvious structure, followed by 1 meter of horizontal planar bedded sandstone with a few interbedded thin (10-15 cm thick) lenses of clast supported granule to pebble sedimentary rock clast conglomeratic sandstone, followed by 3.3 m of cross-bedded sandstone containing petrified wood associated with orange-brown concretions. Channel deposits. Thin section sample LAH (ss) 1 came from the cross- bedded unit.\r\n6 -> 18.5 m: Dominated by almost pure claystone with minor siltstone. Colors in the lower part of the unit vary from moderate olive brown (5Y 4/4) to dark greenish gray (5GY 4/1) to brownish gray (5YR 4/1). Above about 13 m, the color is dominantly moderate brown (5YR 3/4). There are a few thin, coarser grained lenses of siltstone and very fine to medium-grained sandstone, mostly less than 10 cm thick, scattered throughout. The color shift in the claystone takes place directly above one of these, a medium-grained sandstone layer. Mudstone sample Cedar Hill-1 comes from the lower two meters of the section. Lacustrine and/or overbank deposits?\r\n18.5 -> �19.5 m: Prominent well-cemented, very fine-grained, reddish-brown sandstone with ripple bedding. The thickness of this unit varies across the outcrop. Small channel deposits? 4) 19.5 m�23 m (thickness: 3.5 m) Boren Ranch sandstone (mudstone unit) Generally fining upward sequence; about 30 cm of muddy very fine-grained sandstone followed by muddy silt, all moderate brown (5YR 3/4). There is a siliceous medium- grained to coarse-grained sandstone lens about 1.25 meters above the previous unit. Overbank deposits.\r\n23 -> �26 m: Dominantly sedimentary rock clast conglomeritic sandstone. The thickest part of the unit is pebble conglomerate dominated by faint horizontal planar bedding, except for about 20 cm of cross-bedding at the top, but some thinner conglomeritic layers have clasts reaching cobble size, and there are thin layers of friable medium grained to coarse- grained sandstone. The upper 75 cm or so is all sandstone, and thin section sample LAH (ss) 2 was collected here. This is the top of the hill, and the outcrop becomes concealed by vegetation. The Paleorhinus scurriensis skull was allegedly collected from somewhere at the top of the hill.",claystone,"brown,gray",,,,sandstone,red or brown,,,,fluvial-lacustrine indet.,,,macrofossils,,,,,,NA,,body,,,,,,,,,,,,,taxonomic,,,,,,,,,,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
1546971,occ,NA,NA,218155,Phytosauria indet.,unranked clade,172482,,Phytosauria,NA,unranked clade,38292,Carnian,Norian,237,208.5,Rakshit and Ray,2020,75661,Chordata,Reptilia,,,,NA,NA,NA,,81.366669,23.933332,at least 52 specimens,Tikhi Metoposaur bonebed,NA,,IN,Madhya Pradesh,Shahdol district,stated in text,minutes,,"The coordinates are those of the nearby village and thus overlaps with the type locality of Volcanosuchus. However, the authors indicate this is a new bonebed, so it is added as a distinct collection. ""The new bonebed is situated south-east of a rhynchosaur (Hyperodapedon)-dominated multitaxic bonebed (Tiki bonebed II, Mukherjee et al. 2012) and south of a phytosaur bonebed (Tiki bonebed III, Datta et al. 2020), at a distance of about 3 km and 2 km away, respectively, and more or less at similar stratigraphic level (Bhat 2018).""",gplates,501,mid,51.25,-36.65,IN,,Tiki,,,,,,,,,,,NA,NA,,"Trough cross-bedded calcirudite unit (calcirudite II) and the overlying mudstone up to a level of 0.3 m in thickness. The new bonebed encompassing the trough cross-bedded calcirudite unit and immediately overlying mudstone was formed under two distinctly different processes involving deposition of the eroded palaeosols during a flooding event by localised and high energy drainage, followed by deposition of fine clastics from suspension in stagnant water after the recession of floodwater","""limestone""",,,,,mudstone,,,,,wet floodplain,,"The metre scale-thick laminated red and white mudstone suggests an amalgamated deposition of mud in a floodplain setting where ephemeral lakes/ponds, splay, short-lived flooding occurred both temporally and spatially...rapid deposition during short-lived floods in small, shallow, ephemeral channels and adjoining floodplains during overbank flooding. ","macrofossils,mesofossils",none,some,"teeth,postcrania,vertebrae","partial skulls,mandibles",punctures,NA,,body,good,parautochthonous,time-averaged,,-bonebed,random,abundant,poor,frequent,,frequent,"Although more than 1500 large partial and complete specimens (long axes >15 mm) were recovered from the bonebed, in the current study only the identified specimens (N = 727) were examined. These included three major components of the bonebed – metoposaurids (N = 655), phytosaurs (N = 52), and rhynchosaurs (N = 20). These included the microfossils (long axis ≤12.5 mm; Heckert 2004), which are in the form of more than 500 isolated teeth, skull, and postcranial specimens of various chondrichthyans, dipnoans, actinopterygians, archosauriforms, and non-mammalian cynodonts. All the recovered specimens were disarticulated and randomly distributed throughout the bonebed, where the spatial density was 2.02 specimens per m2. The large specimens were recovered in patches from the mudstone unit, whereas the underlying trough cross-bedded calcirudite was rich in unionids, small and micro vertebrates, and coprolites. Most of the metoposaurid specimens (76%; N = 307) are encased in the calcareous, ferruginous, clay-rich matrices, whereas 24% of the specimens are found without any encrustation. For the phytosaurs, 75% (N = 43) of the specimens had different types of matrices whereas 25% are without any matrix-covering.",taxonomic,,,,,,,,"A new bonebed (BB I) encompassing a total area of 1947 m2 is identified based on surface indicators such as small fragmentary fossil remains. The fossils are mainly recovered from two sites (I and II) within this bonebed, which are of about 700 m2 and 300 m2, respectively, and spatially separated by a distance of about 35 m. The region between the two sites is partially destroyed and the bonebed is completely exposed by natural and anthropogenic activities.",,terrestrial,NA,actively mobile,,NA,carnivore,NA,NA,NA,phosphatic,NA,NA,NA
